667		B		26600		1139
668		P		26760		1146
669		B		26680		974
670		B		26720		1043
671		I		26880		6868
672		B		26800		1026
673		B		26840		1113
674		P		27000		1517
675		B		26920		1389
676		B		26960		1188
677		P		27120		1375
678		B		27040		1132
679		B		27080		1251
680		P		27240		1360
681		B		27160		1069
682		B		27200		1030
683		I		27360		6820
684		B		27280		801
685		B		27320		925
686		P		27480		1480
687		B		27400		1173
688		B		27440		1195
689		P		27600		1281
690		B		27520		1134
691		B		27560		1046
692		P		27720		1161
693		B		27640		1265
694		B		27680		1088
695		I		27840		6852
696		B		27760		963
697		B		27800		1182
698		P		27960		1392
699		B		27880		1431
700		B		27920		1317
701		P		28080		1528
702		B		28000		1222
703		B		28040		1093
704		P		28200		1419
705		B		28120		1055
706		B		28160		1133
707		I		28320		6843
708		B		28240		1070
709		B		28280		894
710		P		28440		1386
711		B		28360		1135
712		B		28400		1151
713		P		28560		1314
714		B		28480		1248
715		B		28520		1021
716		P		28680		1240
717		B		28600		1060
718		B		28640		1267
719		I		28800		6883
720		B		28720		854
721		B		28760		1110
722		P		28920		1360
723		B		28840		1218
724		B		28880		1262
725		P		29040		1267
726		B		28960		1371
727		B		29000		1159
728		P		29160		1442
729		B		29080		1099
730		B		29120		1091
731		I		29280		6853
732		B		29200		860
733		B		29240		827
734		P		29400		1379
735		B		29320		1138
736		B		29360		1268
737		P		29520		1237
738		B		29440		1248
739		B		29480		1190
740		P		29640		1141
741		B		29560		1132
742		B		29600		1023
743		I		29760		6775
744		B		29680		944
745		B		29720		900
746		P		29880		2086
747		B		29800		1205
748		B		29840		1214
749		P		30000		2403
750		B		29920		1179
751		B		29960		1246
752		P		30120		2178
753		B		30040		1121
754		B		30080		1286
755		I		30240		5177
756		B		30160		1058
757		B		30200		976
758		P		30360		1687
759		B		30280		1218
760		B		30320		1328
761		P		30480		2051
762		B		30400		1281
763		B		30440		1225
764		P		30600		2278
765		B		30520		1630
766		B		30560		1485
767		I		30720		5133
768		B		30640		1301
769		B		30680		1217
770		P		30840		2165
771		B		30760		1295
772		B		30800		1283
773		P		30960		2343
774		B		30880		1553
775		B		30920		1618
776		P		31080		2626
777		B		31000		1549
778		B		31040		1632
779		I		31200		5433
780		B		31120		1506
781		B		31160		1607
782		P		31320		2676
783		B		31240		1647
784		B		31280		1797
785		P		31440		2653
786		B		31360		1817
787		B		31400		1752
788		P		31560		2894
789		B		31480		1900
790		B		31520		1975
791		I		31680		6090
792		B		31600		1809
793		B		31640		1775
794		P		31800		3237
795		B		31720		2023
796		B		31760		2041
797		P		31920		3515
798		B		31840		2070
799		B		31880		2166
800		P		32040		3618
801		B		31960		2224
802		B		32000		2214
803		I		32160		6463
804		B		32080		2134
805		B		32120		2089
806		P		32280		3674
807		B		32200		2404
808		B		32240		2489
809		P		32400		3891
810		B		32320		2551
811		B		32360		2689
812		P		32520		3832
813		B		32440		2748
814		B		32480		2803
815		I		32640		7107
816		B		32560		2672
817		B		32600		2617
818		P		32760		4402
819		B		32680		2946
820		B		32720		3094
821		P		32880		4683
822		B		32800		3341
823		B		32840		3326
824		P		33000		4961
825		B		32920		3559
826		B		32960		3586
827		I		33120		7776
828		B		33040		3802
829		B		33080		4047
830		P		33240		5406
831		B		33160		3993
832		B		33200		4107
833		P		33360		5364
834		B		33280		4235
835		B		33320		4256
836		P		33480		5693
837		B		33400		4601
838		B		33440		4594
839		I		33600		8335
840		B		33520		4370
841		B		33560		4362
842		P		33720		6036
843		B		33640		4144
844		B		33680		4090
845		P		33840		6141
846		B		33760		4015
847		B		33800		4075
848		P		33960		6058
849		B		33880		4238
850		B		33920		4178
851		I		34080		8515
852		B		34000		4282
853		B		34040		4282
854		P		34200		6048
855		B		34120		4612
856		B		34160		4746
857		P		34320		6220
858		B		34240		4813
859		B		34280		4663
860		P		34440		6188
861		B		34360		4595
862		B		34400		4711
863		I		34560		9029
864		B		34480		4800
865		B		34520		4894
866		P		34680		5859
867		B		34600		4919
868		B		34640		5044
869		P		34800		6426
870		B		34720		5296
871		B		34760		5287
872		P		34920		6252
873		B		34840		5086
874		B		34880		5139
875		I		35040		8881
876		B		34960		5169
877		B		35000		5072
878		P		35160		5789
879		B		35080		4896
880		B		35120		5064
881		P		35280		5635
882		B		35200		4893
883		B		35240		4941
884		P		35400		5920
885		B		35320		5029
886		B		35360		4974
887		I		35520		8860
888		B		35440		4922
889		B		35480		4540
890		P		35640		5518
891		B		35560		4758
892		B		35600		4812
893		P		35760		5470
894		B		35680		4619
895		B		35720		4997
896		P		35880		5418
897		B		35800		4606
898		B		35840		4785
899		I		36000		8735
900		B		35920		4602
901		B		35960		4719
902		P		36120		5496
903		B		36040		4419
904		B		36080		4475
905		P		36240		5880
906		B		36160		4528
907		B		36200		4414
908		P		36360		5763
909		B		36280		4350
910		B		36320		4670
911		I		36480		8450
912		B		36400		4526
913		B		36440		4504
914		P		36600		5549
915		B		36520		4331
916		B		36560		4371
917		P		36720		5558
918		B		36640		4391
919		B		36680		4466
920		P		36840		5836
921		B		36760		4414
922		B		36800		4641
923		I		36960		8555
924		B		36880		4490
925		B		36920		4425
926		P		37080		5426
927		B		37000		4807
928		B		37040		4596
929		P		37200		5612
930		B		37120		4478
931		B		37160		4548
932		P		37320		5555
933		B		37240		4415
934		B		37280		4129
935		I		37440		8250
936		B		37360		4492
937		B		37400		4423
938		P		37560		5102
939		B		37480		4214
940		B		37520		4360
941		P		37680		4871
942		B		37600		4186
943		B		37640		4273
944		P		37800		4727
945		B		37720		4298
946		B		37760		4136
947		I		37920		7574
948		B		37840		4489
949		B		37880		4364
950		P		38040		4979
951		B		37960		4324
952		B		38000		4176
953		P		38160		4946
954		B		38080		4195
955		B		38120		3894
956		P		38280		4298
957		B		38200		3246
958		B		38240		3357
959		I		38400		6657
960		B		38320		3865
961		B		38360		3865
962		P		38520		4096
963		B		38440		3303
964		B		38480		3127
965		P		38640		3600
966		B		38560		3157
967		B		38600		2895
968		P		38760		3385
969		B		38680		2753
970		B		38720		2784
971		I		38880		5712
972		B		38800		2622
973		B		38840		2523
974		P		39000		3101
975		B		38920		2250
976		B		38960		2351
977		P		39120		3088
978		B		39040		2411
979		B		39080		2269
980		P		39240		2927
981		B		39160		2122
982		B		39200		2126
983		I		39360		5483
984		B		39280		2108
985		B		39320		2044
986		P		39480		2739
987		B		39400		2007
988		B		39440		1983
989		P		39600		2897
990		B		39520		2053
991		B		39560		2042
992		P		39720		2636
993		B		39640		1947
994		B		39680		2096
995		I		39840		5514
996		B		39760		2032
997		B		39800		2003
998		P		39960		2759
999		B		39880		2026
1000		B		39920		2195
1001		P		40080		2670
1002		B		40000		2096
1003		B		40040		2040
1004		P		40200		2004
1005		B		40120		1322
1006		B		40160		1392
1007		I		40320		5781
1008		B		40240		1702
1009		B		40280		1532
1010		P		40440		2516
1011		B		40360		1948
1012		B		40400		1982
1013		P		40560		2743
1014		B		40480		2031
1015		B		40520		1973
1016		P		40680		2753
1017		B		40600		1879
1018		B		40640		1925
1019		I		40800		6038
1020		B		40720		1627
1021		B		40760		1655
1022		P		40920		2982
1023		B		40840		2131
1024		B		40880		1915
1025		P		41040		2635
1026		B		40960		1665
1027		B		41000		1599
1028		P		41160		2700
1029		B		41080		1928
1030		B		41120		1844
1031		I		41280		6373
1032		B		41200		1285
1033		B		41240		1342
1034		P		41400		2565
1035		B		41320		1482
1036		B		41360		1718
1037		P		41520		2644
1038		B		41440		1865
1039		B		41480		1971
1040		P		41640		2238
1041		B		41560		1755
1042		B		41600		1516
1043		I		41760		6445
1044		B		41680		1260
1045		B		41720		1398
1046		P		41880		2248
1047		B		41800		1469
1048		B		41840		1470
1049		P		42000		2356
1050		B		41920		1824
1051		B		41960		1820
1052		P		42120		2345
1053		B		42040		2212
1054		B		42080		2221
1055		I		42240		6329
1056		B		42160		1829
1057		B		42200		1676
1058		P		42360		2130
1059		B		42280		1668
1060		B		42320		1684
1061		P		42480		2810
1062		B		42400		1815
1063		B		42440		2011
1064		P		42600		3122
1065		B		42520		2437
1066		B		42560		2479
1067		I		42720		6208
1068		B		42640		2071
1069		B		42680		2138
1070		P		42840		3071
1071		B		42760		2203
1072		B		42800		2318
1073		P		42960		3018
1074		B		42880		2309
1075		B		42920		2321
1076		P		43080		2562
1077		B		43000		1675
1078		B		43040		1603
1079		I		43200		6347
1080		B		43120		1334
1081		B		43160		1195
1082		P		43320		2545
1083		B		43240		1311
1084		B		43280		1563
1085		P		43440		2372
1086		B		43360		1753
1087		B		43400		1864
1088		P		43560		2304
1089		B		43480		1549
1090		B		43520		1586
1091		I		43680		6341
1092		B		43600		1370
1093		B		43640		1391
1094		P		43800		2403
1095		B		43720		1749
1096		B		43760		1746
1097		P		43920		2210
1098		B		43840		1566
1099		B		43880		1427
1100		P		44040		2564
1101		B		43960		1563
1102		B		44000		1842
1103		I		44160		6264
1104		B		44080		1812
1105		B		44120		1814
1106		P		44280		2300
1107		B		44200		1762
1108		B		44240		1611
1109		P		44400		2135
1110		B		44320		1557
1111		B		44360		1484
1112		P		44520		1812
1113		B		44440		1343
1114		B		44480		1246
1115		I		44640		6229
1116		B		44560		1306
1117		B		44600		1373
1118		P		44760		2603
1119		B		44680		1469
1120		B		44720		1563
1121		P		44880		1977
1122		B		44800		1348
1123		B		44840		1584
1124		P		45000		2180
1125		B		44920		1571
1126		B		44960		1624
1127		I		45120		6233
1128		B		45040		1453
1129		B		45080		1299
1130		P		45240		2499
1131		B		45160		1409
1132		B		45200		1463
1133		P		45360		2441
1134		B		45280		1740
1135		B		45320		1867
1136		P		45480		2479
1137		B		45400		1536
1138		B		45440		1564
1139		I		45600		5780
1140		B		45520		1530
1141		B		45560		1668
1142		P		45720		2520
1143		B		45640		1954
1144		B		45680		2087
1145		P		45840		2448
1146		B		45760		2059
1147		B		45800		1851
1148		P		45960		2180
1149		B		45880		1752
1150		B		45920		1901
1151		I		46080		5829
1152		B		46000		1364
1153		B		46040		1301
1154		P		46200		1969
1155		B		46120		1204
1156		B		46160		1332
1157		P		46320		2151
1158		B		46240		1478
1159		B		46280		1482
1160		P		46440		1748
1161		B		46360		1215
1162		B		46400		1245
1163		I		46560		5857
1164		B		46480		1111
1165		B		46520		1038
1166		P		46680		2120
1167		B		46600		1424
1168		B		46640		1506
1169		P		46800		2365
1170		B		46720		1545
1171		B		46760		1502
1172		P		46920		2538
1173		B		46840		1641
1174		B		46880		1734
1175		I		47040		5682
1176		B		46960		1750
1177		B		47000		1578
1178		P		47160		2574
1179		B		47080		1730
1180		B		47120		1828
1181		P		47280		2100
1182		B		47200		1427
1183		B		47240		1502
1184		P		47400		1747
1185		B		47320		1271
1186		B		47360		1327
1187		I		47520		5823
1188		B		47440		1235
1189		B		47480		1148
1190		P		47640		1877
1191		B		47560		1213
1192		B		47600		1285
1193		P		47760		1919
1194		B		47680		1294
1195		B		47720		1364
1196		P		47880		1762
1197		B		47800		1379
1198		B		47840		1446
1199		I		48000		5744
1200		B		47920		1184
1201		B		47960		1408
1202		P		48120		2319
1203		B		48040		1794
1204		B		48080		1789
1205		P		48240		2302
1206		B		48160		1735
1207		B		48200		1876
1208		P		48360		2152
1209		B		48280		1550
1210		B		48320		1580
1211		I		48480		5798
1212		B		48400		1670
1213		B		48440		1707
1214		P		48600		2282
1215		B		48520		1456
1216		B		48560		1564
1217		P		48720		2421
1218		B		48640		1731
1219		B		48680		1675
1220		P		48840		2243
1221		B		48760		1650
1222		B		48800		1824
1223		I		48960		5793
1224		B		48880		1944
1225		B		48920		1623
1226		P		49080		2109
1227		B		49000		1321
1228		B		49040		1298
1229		P		49200		1587
1230		B		49120		1226
1231		B		49160		1229
1232		P		49320		1764
1233		B		49240		1116
1234		B		49280		1216
1235		I		49440		5824
1236		B		49360		1096
1237		B		49400		1049
1238		P		49560		1718
1239		B		49480		1150
1240		B		49520		1313
1241		P		49680		1828
1242		B		49600		1218
1243		B		49640		1365
1244		P		49800		1790
1245		B		49720		1173
1246		B		49760		1369
1247		I		49920		5837
1248		B		49840		1097
1249		B		49880		1075
1250		P		50040		2347
1251		B		49960		1451
1252		B		50000		1891
1253		P		50160		2176
1254		B		50080		1969
1255		B		50120		1888
1256		P		50280		2654
1257		B		50200		1878
1258		B		50240		2013
1259		I		50400		5741
1260		B		50320		1856
1261		B		50360		1781
1262		P		50520		2864
1263		B		50440		1803
1264		B		50480		2032
1265		P		50640		2532
1266		B		50560		1642
1267		B		50600		1578
1268		P		50760		2235
1269		B		50680		1741
1270		B		50720		1814
1271		I		50880		5684
1272		B		50800		1811
1273		B		50840		1645
1274		P		51000		2316
1275		B		50920		1705
1276		B		50960		1591
1277		P		51120		2080
1278		B		51040		1731
1279		B		51080		1603
1280		P		51240		2097
1281		B		51160		1415
1282		B		51200		1501
1283		I		51360		5794
1284		B		51280		1356
1285		B		51320		1286
1286		P		51480		2435
1287		B		51400		1269
1288		B		51440		1479
1289		P		51600		1881
1290		B		51520		1342
1291		B		51560		1278
1292		P		51720		2189
1293		B		51640		1176
1294		B		51680		1332
1295		I		51840		5744
1296		B		51760		1133
1297		B		51800		1074
1298		P		51960		2207
1299		B		51880		1519
1300		B		51920		1630
1301		P		52080		2540
1302		B		52000		1852
1303		B		52040		1898
1304		P		52200		2067
1305		B		52120		1647
1306		B		52160		1592
1307		I		52320		5765
1308		B		52240		1271
1309		B		52280		1424
1310		P		52440		2077
1311		B		52360		1376
1312		B		52400		1424
1313		P		52560		2125
1314		B		52480		1456
1315		B		52520		1506
1316		P		52680		2235
1317		B		52600		1690
1318		B		52640		1773
1319		I		52800		5767
1320		B		52720		1787
1321		B		52760		1789
1322		P		52920		2258
1323		B		52840		1491
1324		B		52880		1488
1325		P		53040		2499
1326		B		52960		1481
1327		B		53000		1622
1328		P		53160		2063
1329		B		53080		1442
1330		B		53120		1550
1331		I		53280		5784
1332		B		53200		1027
1333		B		53240		1047
1334		P		53400		2306
1335		B		53320		1326
1336		B		53360		1442
1337		P		53520		2506
1338		B		53440		1782
1339		B		53480		1610
1340		P		53640		2067
1341		B		53560		1592
1342		B		53600		1738
1343		I		53760		5721
1344		B		53680		1427
1345		B		53720		1278
1346		P		53880		2289
1347		B		53800		1535
1348		B		53840		1684
1349		P		54000		2215
1350		B		53920		1725
1351		B		53960		1667
1352		P		54120		1873
1353		B		54040		1365
1354		B		54080		1274
1355		I		54240		5770
1356		B		54160		1206
1357		B		54200		1058
1358		P		54360		1970
1359		B		54280		1184
1360		B		54320		1278
1361		P		54480		1764
1362		B		54400		1311
1363		B		54440		1196
1364		P		54600		1818
1365		B		54520		1254
1366		B		54560		1356
1367		I		54720		5778
1368		B		54640		1184
1369		B		54680		1015
1370		P		54840		1824
1371		B		54760		1335
1372		B		54800		1385
1373		P		54960		1669
