160	B	6400	3806		
161	B	6440	3384		
162	P	6480	4087		
163	B	6520	3289		
164	B	6560	3487		
165	P	6600	3649		
166	B	6640	3506		
167	B	6680	3025		
168	I	6720	5697		
169	B	6760	2729		
170	B	6800	2746		
171	P	6840	3004		
172	B	6880	2541		
173	B	6920	2334		
174	P	6960	3038		
175	B	7000	2334		
176	B	7040	2070		
177	P	7080	2665		
178	B	7120	2298		
179	B	7160	2378		
180	I	7200	4343		
181	B	7240	2342		
182	B	7280	2109		
183	P	7320	2507		
184	B	7360	2108		
185	B	7400	2102		
186	P	7440	2164		
187	B	7480	1877		
188	B	7520	1852		
189	P	7560	2053		
190	B	7600	1815		
191	B	7640	1808		
192	I	7680	3176		
193	B	7720	1807		
194	B	7760	1661		
195	P	7800	1934		
196	B	7840	1446		
197	B	7880	1432		
198	P	7920	1845		
199	B	7960	1589		
200	B	8000	1567		
201	P	8040	1643		
202	B	8080	1301		
203	B	8120	1304		
204	I	8160	2595		
205	B	8200	1390		
206	B	8240	1475		
207	P	8280	1571		
208	B	8320	1337		
209	B	8360	1274		
210	P	8400	1704		
211	B	8440	1057		
212	B	8480	1085		
213	P	8520	1427		
214	B	8560	1072		
215	B	8600	995		
216	I	8640	1951		
217	B	8680	890		
218	B	8720	854		
219	P	8760	1445		
220	B	8800	970		
221	B	8840	876		
222	P	8880	1279		
223	B	8920	722		
224	B	8960	731		
225	P	9000	1279		
226	B	9040	849		
227	B	9080	951		
228	I	9120	1668		
229	B	9160	734		
230	B	9200	680		
231	P	9240	1195		
232	B	9280	743		
233	B	9320	713		
234	P	9360	1098		
235	B	9400	709		
236	B	9440	658		
237	P	9480	1133		
238	B	9520	642		
239	B	9560	654		
240	I	9600	1363		
241	B	9640	670		
242	B	9680	625		
243	P	9720	875		
244	B	9760	529		
245	B	9800	675		
246	P	9840	854		
247	B	9880	552		
248	B	9920	475		
249	P	9960	676		
250	B	10000	516		
251	B	10040	460		
252	I	10080	1155		
253	B	10120	371		
254	B	10160	447		
255	P	10200	677		
256	B	10240	349		
257	B	10280	326		
258	P	10320	583		
259	B	10360	323		
260	B	10400	334		
261	P	10440	475		
262	B	10480	404		
263	B	10520	445		
264	I	10560	788		
265	B	10600	226		
266	B	10640	238		
267	P	10680	493		
268	B	10720	264		
269	B	10760	261		
270	P	10800	445		
271	B	10840	243		
272	B	10880	220		
273	P	10920	387		
274	B	10960	243		
275	B	11000	299		
276	I	11040	761		
277	B	11080	203		
278	B	11120	204		
279	P	11160	416		
280	B	11200	177		
281	B	11240	166		
282	P	11280	403		
283	B	11320	173		
284	B	11360	184		
285	P	11400	326		
286	B	11440	268		
287	B	11480	261		
288	I	11520	725		
289	B	11560	173		
290	B	11600	175		
291	P	11640	297		
292	B	11680	195		
293	B	11720	181		
294	P	11760	351		
295	B	11800	222		
296	B	11840	203		
297	P	11880	333		
298	B	11920	332		
299	B	11960	261		
300	I	12000	800		
301	B	12040	241		
302	B	12080	243		
303	P	12120	424		
304	B	12160	208		
305	B	12200	205		
306	P	12240	370		
307	B	12280	278		
308	B	12320	245		
309	P	12360	370		
310	B	12400	303		
311	B	12440	313		
312	I	12480	745		
313	B	12520	353		
314	B	12560	257		
315	P	12600	346		
316	B	12640	172		
317	B	12680	307		
318	P	12720	431		
319	B	12760	241		
320	B	12800	255		
321	P	12840	377		
322	B	12880	277		
323	B	12920	289		
324	I	12960	844		
325	B	13000	284		
326	B	13040	377		
327	P	13080	425		
328	B	13120	284		
329	B	13160	241		
330	P	13200	379		
331	B	13240	274		
332	B	13280	291		
333	P	13320	438		
334	B	13360	338		
335	B	13400	342		
336	I	13440	799		
337	B	13480	323		
338	B	13520	286		
339	P	13560	397		
340	B	13600	210		
341	B	13640	220		
342	P	13680	263		
343	B	13720	223		
344	B	13760	274		
345	P	13800	266		
346	B	13840	345		
347	B	13880	348		
348	I	13920	766		
349	B	13960	233		
350	B	14000	250		
351	P	14040	281		
352	B	14080	232		
353	B	14120	272		
354	P	14160	289		
355	B	14200	239		
356	B	14240	260		
357	P	14280	328		
358	B	14320	307		
359	B	14360	296		
360	I	14400	688		
361	B	14440	321		
362	B	14480	221		
363	P	14520	333		
364	B	14560	219		
365	B	14600	158		
366	P	14640	223		
367	B	14680	153		
368	B	14720	166		
369	P	14760	198		
370	B	14800	284		
371	B	14840	253		
372	I	14880	676		
373	B	14920	196		
374	B	14960	190		
375	P	15000	310		
376	B	15040	140		
377	B	15080	144		
378	P	15120	164		
379	B	15160	136		
380	B	15200	172		
381	P	15240	254		
382	B	15280	208		
383	B	15320	197		
384	I	15360	595		
385	B	15400	166		
386	B	15440	166		
387	P	15480	290		
388	B	15520	126		
389	B	15560	141		
390	P	15600	207		
391	B	15640	151		
392	B	15680	155		
393	P	15720	362		
394	B	15760	318		
395	B	15800	322		
396	I	15840	916		
397	B	15880	261		
398	B	15920	262		
399	P	15960	464		
400	B	16000	257		
401	B	16040	260		
402	P	16080	501		
403	B	16120	317		
404	B	16160	344		
405	P	16200	535		
406	B	16240	423		
407	B	16280	545		
408	I	16320	1128		
409	B	16360	414		
410	B	16400	430		
411	P	16440	703		
412	B	16480	432		
413	B	16520	453		
414	P	16560	638		
415	B	16600	496		
416	B	16640	460		
417	P	16680	629		
418	B	16720	437		
419	B	16760	539		
420	I	16800	1188		
421	B	16840	471		
422	B	16880	460		
423	P	16920	590		
424	B	16960	426		
425	B	17000	428		
426	P	17040	585		
427	B	17080	301		
428	B	17120	339		
429	P	17160	478		
430	B	17200	371		
431	B	17240	327		
432	I	17280	884		
433	B	17320	457		
434	B	17360	359		
435	P	17400	443		
436	B	17440	348		
437	B	17480	350		
438	P	17520	445		
439	B	17560	348		
440	B	17600	376		
441	P	17640	493		
442	B	17680	446		
443	B	17720	376		
444	I	17760	1076		
445	B	17800	371		
446	B	17840	382		
447	P	17880	580		
448	B	17920	380		
449	B	17960	419		
450	P	18000	607		
451	B	18040	351		
452	B	18080	333		
453	P	18120	538		
454	B	18160	439		
455	B	18200	469		
456	I	18240	1050		
457	B	18280	398		
458	B	18320	378		
459	P	18360	505		
460	B	18400	294		
461	B	18440	261		
462	P	18480	419		
463	B	18520	286		
464	B	18560	286		
465	P	18600	489		
466	B	18640	459		
467	B	18680	499		
468	I	18720	1182		
469	B	18760	397		
470	B	18800	461		
471	P	18840	809		
472	B	18880	451		
473	B	18920	428		
474	P	18960	826		
475	B	19000	516		
476	B	19040	447		
477	P	19080	890		
478	B	19120	500		
479	B	19160	545		
480	I	19200	1794		
481	B	19240	588		
482	B	19280	606		
483	P	19320	844		
484	B	19360	525		
485	B	19400	571		
486	P	19440	971		
487	B	19480	598		
488	B	19520	525		
489	P	19560	1046		
490	B	19600	582		
491	B	19640	573		
492	I	19680	1915		
493	B	19720	539		
494	B	19760	576		
495	P	19800	1042		
496	B	19840	682		
497	B	19880	668		
498	P	19920	1094		
499	B	19960	554		
500	B	20000	560		
501	P	20040	927		
502	B	20080	626		
503	B	20120	682		
504	I	20160	1782		
505	B	20200	613		
506	B	20240	567		
507	P	20280	1063		
508	B	20320	503		
509	B	20360	577		
510	P	20400	882		
511	B	20440	600		
512	B	20480	501		
513	P	20520	951		
514	B	20560	593		
515	B	20600	688		
516	I	20640	2004		
517	B	20680	671		
518	B	20720	643		
519	P	20760	930		
520	B	20800	609		
521	B	20840	682		
522	P	20880	1137		
523	B	20920	780		
524	B	20960	753		
525	P	21000	1038		
526	B	21040	671		
527	B	21080	646		
528	I	21120	2037		
529	B	21160	804		
530	B	21200	841		
531	P	21240	1197		
532	B	21280	766		
533	B	21320	746		
534	P	21360	1229		
535	B	21400	632		
536	B	21440	657		
537	P	21480	1026		
538	B	21520	861		
539	B	21560	731		
540	I	21600	1848		
541	B	21640	607		
542	B	21680	685		
543	P	21720	1079		
544	B	21760	808		
545	B	21800	637		
546	P	21840	1114		
547	B	21880	561		
548	B	21920	535		
549	P	21960	1052		
550	B	22000	644		
551	B	22040	580		
552	I	22080	1660		
553	B	22120	550		
554	B	22160	525		
555	P	22200	962		
556	B	22240	604		
557	B	22280	663		
558	P	22320	1043		
559	B	22360	607		
560	B	22400	712		
561	P	22440	960		
562	B	22480	592		
563	B	22520	821		
564	I	22560	1921		
565	B	22600	707		
566	B	22640	615		
567	P	22680	983		
568	B	22720	538		
569	B	22760	562		
570	P	22800	976		
571	B	22840	615		
572	B	22880	634		
573	P	22920	943		
574	B	22960	604		
575	B	23000	598		
576	I	23040	1631		
577	B	23080	527		
578	B	23120	525		
579	P	23160	939		
580	B	23200	593		
581	B	23240	554		
582	P	23280	936		
583	B	23320	604		
584	B	23360	557		
585	P	23400	918		
586	B	23440	622		
587	B	23480	530		
588	I	23520	1581		
589	B	23560	491		
590	B	23600	464		
591	P	23640	957		
592	B	23680	547		
593	B	23720	516		
594	P	23760	815		
595	B	23800	462		
596	B	23840	477		
597	P	23880	873		
598	B	23920	577		
599	B	23960	604		
600	I	24000	1795		
601	B	24040	687		
602	B	24080	624		
603	P	24120	1297		
604	B	24160	565		
605	B	24200	651		
606	P	24240	1204		
607	B	24280	989		
608	B	24320	1023		
609	P	24360	1824		
610	B	24400	868		
611	B	24440	957		
612	I	24480	2772		
613	B	24520	1050		
614	B	24560	960		
615	P	24600	1862		
616	B	24640	1018		
617	B	24680	1023		
618	P	24720	1939		
619	B	24760	1210		
620	B	24800	1239		
621	P	24840	2046		
622	B	24880	1155		
623	B	24920	1269		
624	I	24960	3263		
625	B	25000	1340		
626	B	25040	1368		
627	P	25080	2061		
628	B	25120	1295		
629	B	25160	1169		
630	P	25200	1920		
631	B	25240	1254		
632	B	25280	1372		
633	P	25320	1973		
634	B	25360	1261		
635	B	25400	1165		
636	I	25440	2586		
637	B	25480	1083		
638	B	25520	1088		
639	P	25560	1682		
640	B	25600	1116		
641	B	25640	1171		
642	P	25680	1614		
643	B	25720	936		
644	B	25760	932		
645	P	25800	1773		
646	B	25840	1149		
647	B	25880	1211		
648	I	25920	2819		
649	B	25960	1098		
650	B	26000	1032		
651	P	26040	1915		
652	B	26080	1217		
653	B	26120	1447		
654	P	26160	2250		
655	B	26200	1700		
656	B	26240	1627		
657	P	26280	2676		
658	B	26320	1530		
659	B	26360	1593		
660	I	26400	4008		
661	B	26440	1736		
662	B	26480	1575		
663	P	26520	2867		
664	B	26560	1813		
665	B	26600	1707		
666	P	26640	2626		
667	B	26680	1678		
668	B	26720	1774		
669	P	26760	2892		
670	B	26800	1702		
671	B	26840	1626		
672	I	26880	3875		
673	B	26920	1836		
674	B	26960	2028		
675	P	27000	2605		
676	B	27040	1737		
677	B	27080	1537		
678	P	27120	2707		
679	B	27160	1680		
680	B	27200	1799		
681	P	27240	2556		
682	B	27280	1532		
683	B	27320	1390		
684	I	27360	3219		
685	B	27400	1457		
686	B	27440	1729		
687	P	27480	2242		
688	B	27520	1451		
689	B	27560	1460		
690	P	27600	2417		
691	B	27640	1322		
692	B	27680	1407		
693	P	27720	2305		
694	B	27760	1555		
695	B	27800	1519		
696	I	27840	3680		
697	B	27880	1408		
698	B	27920	1452		
699	P	27960	2715		
700	B	28000	2056		
701	B	28040	2098		
702	P	28080	3458		
703	B	28120	1873		
704	B	28160	1890		
705	P	28200	3747		
706	B	28240	1947		
707	B	28280	2052		
708	I	28320	4836		
709	B	28360	1981		
710	B	28400	2011		
711	P	28440	3786		
712	B	28480	2065		
713	B	28520	2128		
714	P	28560	3583		
715	B	28600	2336		
716	B	28640	2055		
717	P	28680	3645		
718	B	28720	1978		
719	B	28760	2051		
720	I	28800	4873		
721	B	28840	2110		
722	B	28880	2286		
723	P	28920	3447		
724	B	28960	2016		
725	B	29000	1973		
726	P	29040	3449		
727	B	29080	2105		
728	B	29120	2135		
729	P	29160	2967		
730	B	29200	1899		
731	B	29240	1795		
732	I	29280	3760		
733	B	29320	1612		
734	B	29360	1833		
735	P	29400	2858		
736	B	29440	1809		
737	B	29480	1676		
738	P	29520	2974		
739	B	29560	1656		
740	B	29600	1762		
741	P	29640	3011		
742	B	29680	1933		
743	B	29720	1969		
744	I	29760	4060		
745	B	29800	1699		
746	B	29840	1763		
747	P	29880	3534		
748	B	29920	2184		
749	B	29960	2343		
750	P	30000	3906		
751	B	30040	2068		
752	B	30080	2204		
753	P	30120	3932		
754	B	30160	2307		
755	B	30200	2575		
756	I	30240	5116		
757	B	30280	2194		
758	B	30320	2145		
759	P	30360	3900		
760	B	30400	2305		
761	B	30440	2289		
762	P	30480	3998		
763	B	30520	2548		
764	B	30560	2314		
765	P	30600	4010		
766	B	30640	2175		
767	B	30680	2166		
768	I	30720	5225		
769	B	30760	2465		
770	B	30800	2496		
771	P	30840	3817		
772	B	30880	2472		
773	B	30920	2236		
774	P	30960	3899		
775	B	31000	2056		
776	B	31040	2179		
777	P	31080	3531		
778	B	31120	2164		
779	B	31160	1860		
780	I	31200	4484		
781	B	31240	1796		
782	B	31280	2070		
783	P	31320	3330		
784	B	31360	1962		
785	B	31400	1740		
786	P	31440	3535		
787	B	31480	1988		
788	B	31520	1980		
789	P	31560	3720		
790	B	31600	2341		
791	B	31640	2073		
792	I	31680	4717		
793	B	31720	1989		
794	B	31760	1994		
795	P	31800	3867		
796	B	31840	2292		
797	B	31880	2533		
798	P	31920	4141		
799	B	31960	2024		
800	B	32000	1862		
801	P	32040	4048		
802	B	32080	2139		
803	B	32120	2396		
804	I	32160	5231		
805	B	32200	2728		
806	B	32240	2419		
807	P	32280	4117		
808	B	32320	2116		
809	B	32360	2205		
810	P	32400	3876		
811	B	32440	2469		
812	B	32480	2297		
813	P	32520	3917		
814	B	32560	2311		
815	B	32600	2324		
816	I	32640	5174		
817	B	32680	2164		
818	B	32720	2194		
819	P	32760	3746		
820	B	32800	2329		
821	B	32840	2076		
822	P	32880	3794		
823	B	32920	2144		
824	B	32960	2330		
825	P	33000	3811		
826	B	33040	2106		
827	B	33080	2055		
828	I	33120	4770		
829	B	33160	1851		
830	B	33200	2024		
831	P	33240	3521		
832	B	33280	2006		
833	B	33320	1873		
834	P	33360	3641		
835	B	33400	2007		
836	B	33440	2293		
837	P	33480	3709		
838	B	33520	2157		
839	B	33560	1969		
840	I	33600	4581		
841	B	33640	1869		
842	B	33680	1893		
843	P	33720	3608		
844	B	33760	2023		
845	B	33800	2370		
846	P	33840	3542		
847	B	33880	2014		
848	B	33920	1742		
849	P	33960	3562		
850	B	34000	1726		
851	B	34040	1971		
852	I	34080	4624		
853	B	34120	2233		
854	B	34160	1940		
855	P	34200	3387		
856	B	34240	1728		
857	B	34280	1850		
858	P	34320	3431		
859	B	34360	1937		
860	B	34400	2594		
861	P	34440	3022		
862	B	34480	1524		
863	B	34520	1594		
864	I	34560	3880		
865	B	34600	1770		
866	B	34640	1823		
867	P	34680	3175		
868	B	34720	1412		
869	B	34760	1569		
870	P	34800	2984		
871	B	34840	1686		
872	B	34880	1830		
873	P	34920	3016		
874	B	34960	1900		
875	B	35000	1712		
876	I	35040	3852		
877	B	35080	1277		
878	B	35120	1367		
879	P	35160	2817		
880	B	35200	1633		
881	B	35240	1538		
882	P	35280	3166		
883	B	35320	1561		
884	B	35360	1443		
885	P	35400	3056		
886	B	35440	1747		
887	B	35480	1652		
888	I	35520	3814		
889	B	35560	1571		
890	B	35600	1605		
891	P	35640	3161		
892	B	35680	1547		
893	B	35720	1528		
894	P	35760	3397		
895	B	35800	1728		
896	B	35840	1672		
897	P	35880	3558		
898	B	35920	1759		
899	B	35960	1937		
900	I	36000	4631		
901	B	36040	2017		
902	B	36080	1959		
903	P	36120	3641		
904	B	36160	1909		
905	B	36200	1981		
906	P	36240	3728		
907	B	36280	2010		
908	B	36320	1888		
909	P	36360	3676		
910	B	36400	2079		
911	B	36440	1778		
912	I	36480	4918		
913	B	36520	1931		
914	B	36560	1923		
915	P	36600	3681		
916	B	36640	2067		
917	B	36680	1990		
918	P	36720	3863		
919	B	36760	2092		
920	B	36800	2422		
921	P	36840	3626		
922	B	36880	2176		
923	B	36920	1965		
924	I	36960	4703		
925	B	37000	1803		
926	B	37040	1823		
927	P	37080	3122		
928	B	37120	2022		
929	B	37160	1922		
930	P	37200	3481		
931	B	37240	1804		
932	B	37280	1781		
933	P	37320	3473		
934	B	37360	1826		
935	B	37400	1817		
936	I	37440	4233		
937	B	37480	1853		
938	B	37520	1806		
939	P	37560	3519		
940	B	37600	1868		
941	B	37640	2144		
942	P	37680	3462		
943	B	37720	2173		
944	B	37760	2210		
945	P	37800	4255		
946	B	37840	2403		
947	B	37880	2673		
948	I	37920	5586		
949	B	37960	2828		
950	B	38000	2551		
951	P	38040	4720		
952	B	38080	2265		
953	B	38120	2582		
954	P	38160	4258		
955	B	38200	2914		
956	B	38240	2794		
957	P	38280	4512		
958	B	38320	2655		
959	B	38360	2655		
960	I	38400	5483		
961	B	38440	2835		
962	B	38480	2552		
963	P	38520	4185		
964	B	38560	2673		
965	B	38600	2591		
966	P	38640	4324		
967	B	38680	2507		
968	B	38720	2873		
969	P	38760	3898		
970	B	38800	2589		
971	B	38840	2156		
972	I	38880	5316		
973	B	38920	2338		
974	B	38960	2492		
975	P	39000	3752		
976	B	39040	2504		
977	B	39080	2409		
978	P	39120	4125		
979	B	39160	2414		
980	B	39200	2593		
981	P	39240	3905		
982	B	39280	2520		
983	B	39320	2354		
984	I	39360	5163		
985	B	39400	2223		
986	B	39440	2277		
987	P	39480	4068		
988	B	39520	2590		
989	B	39560	2889		
990	P	39600	4497		
991	B	39640	2676		
992	B	39680	2354		
993	P	39720	5053		
994	B	39760	2951		
995	B	39800	3041		
996	I	39840	6357		
997	B	39880	3372		
998	B	39920	3168		
999	P	39960	5415		
1000	B	40000	2905		
1001	B	40040	3126		
1002	P	40080	5056		
1003	B	40120	3224		
1004	B	40160	2978		
1005	P	40200	4948		
1006	B	40240	2858		
1007	B	40280	3052		
1008	I	40320	6314		
1009	B	40360	3588		
1010	B	40400	3250		
1011	P	40440	4933		
1012	B	40480	3305		
1013	B	40520	3109		
1014	P	40560	4737		
1015	B	40600	3290		
1016	B	40640	3493		
1017	P	40680	4595		
1018	B	40720	2979		
1019	B	40760	2751		
1020	I	40800	5581		
1021	B	40840	3081		
1022	B	40880	3106		
1023	P	40920	4202		
1024	B	40960	3019		
1025	B	41000	2786		
1026	P	41040	4281		
1027	B	41080	2749		
1028	B	41120	3062		
1029	P	41160	4207		
1030	B	41200	2722		
1031	B	41240	2540		
1032	I	41280	5057		
1033	B	41320	2716		
1034	B	41360	2840		
1035	P	41400	4546		
1036	B	41440	2927		
1037	B	41480	2863		
1038	P	41520	4502		
1039	B	41560	2730		
1040	B	41600	2774		
1041	P	41640	4641		
1042	B	41680	3236		
1043	B	41720	3477		
1044	I	41760	6077		
1045	B	41800	3141		
1046	B	41840	3102		
1047	P	41880	5145		
1048	B	41920	2994		
1049	B	41960	3154		
1050	P	42000	4632		
1051	B	42040	2875		
1052	B	42080	2887		
1053	P	42120	4973		
1054	B	42160	3005		
1055	B	42200	3045		
1056	I	42240	6195		
1057	B	42280	3437		
1058	B	42320	3432		
1059	P	42360	4851		
1060	B	42400	2731		
1061	B	42440	2738		
1062	P	42480	4522		
1063	B	42520	3028		
1064	B	42560	2996		
1065	P	42600	4572		
1066	B	42640	2623		
1067	B	42680	2356		
1068	I	42720	5424		
1069	B	42760	2142		
1070	B	42800	2480		
1071	P	42840	4215		
1072	B	42880	2746		
1073	B	42920	2580		
1074	P	42960	4268		
1075	B	43000	2291		
1076	B	43040	2416		
1077	P	43080	4238		
1078	B	43120	2676		
1079	B	43160	2300		
1080	I	43200	5423		
1081	B	43240	2038		
1082	B	43280	2241		
1083	P	43320	4023		
1084	B	43360	2112		
1085	B	43400	2318		
1086	P	43440	4384		
1087	B	43480	2324		
1088	B	43520	2407		
1089	P	43560	4842		
1090	B	43600	2808		
1091	B	43640	3107		
1092	I	43680	6127		
1093	B	43720	2297		
1094	B	43760	2401		
1095	P	43800	4569		
1096	B	43840	2799		
1097	B	43880	2916		
1098	P	43920	4920		
1099	B	43960	2620		
1100	B	44000	2698		
1101	P	44040	5034		
1102	B	44080	2260		
1103	B	44120	2511		
1104	I	44160	6071		
1105	B	44200	2960		
1106	B	44240	2792		
1107	P	44280	4627		
1108	B	44320	2588		
1109	B	44360	2676		
1110	P	44400	4847		
1111	B	44440	2602		
1112	B	44480	2589		
1113	P	44520	4461		
1114	B	44560	2419		
1115	B	44600	2428		
1116	I	44640	5486		
1117	B	44680	2557		
1118	B	44720	2693		
1119	P	44760	4291		
1120	B	44800	2430		
1121	B	44840	2175		
1122	P	44880	4155		
1123	B	44920	2095		
1124	B	44960	2547		
1125	P	45000	4265		
1126	B	45040	2419		
1127	B	45080	2312		
1128	I	45120	5590		
1129	B	45160	2060		
1130	B	45200	2150		
1131	P	45240	4483		
1132	B	45280	2928		
1133	B	45320	2670		
1134	P	45360	4667		
1135	B	45400	2616		
1136	B	45440	2543		
1137	P	45480	4784		
1138	B	45520	2751		
1139	B	45560	3093		
1140	I	45600	6328		
1141	B	45640	2928		
1142	B	45680	2724		
1143	P	45720	5200		
1144	B	45760	2574		
1145	B	45800	2376		
1146	P	45840	4998		
1147	B	45880	2956		
1148	B	45920	2759		
1149	P	45960	5111		
1150	B	46000	2541		
1151	B	46040	2750		
1152	I	46080	6427		
1153	B	46120	3251		
1154	B	46160	3179		
1155	P	46200	5207		
1156	B	46240	2336		
1157	B	46280	2602		
1158	P	46320	4743		
1159	B	46360	2584		
1160	B	46400	2783		
1161	P	46440	4634		
1162	B	46480	2720		
1163	B	46520	2574		
1164	I	46560	5759		
1165	B	46600	2308		
1166	B	46640	2520		
1167	P	46680	4351		
1168	B	46720	2711		
1169	B	46760	2661		
1170	P	46800	4587		
1171	B	46840	2332		
1172	B	46880	2589		
1173	P	46920	4492		
1174	B	46960	2682		
1175	B	47000	2382		
1176	I	47040	5546		
1177	B	47080	2099		
1178	B	47120	2417		
1179	P	47160	4280		
1180	B	47200	2539		
1181	B	47240	2546		
1182	P	47280	4445		
1183	B	47320	2814		
1184	B	47360	2795		
1185	P	47400	5245		
1186	B	47440	2540		
1187	B	47480	2816		
1188	I	47520	6144		
1189	B	47560	2622		
1190	B	47600	2675		
1191	P	47640	4766		
1192	B	47680	2898		
1193	B	47720	2797		
1194	P	47760	5185		
1195	B	47800	2764		
1196	B	47840	2582		
1197	P	47880	4996		
1198	B	47920	2825		
1199	B	47960	2988		
1200	I	48000	6070		
1201	B	48040	3081		
1202	B	48080	2964		
1203	P	48120	5070		
1204	B	48160	2771		
1205	B	48200	2963		
1206	P	48240	4798		
1207	B	48280	2834		
1208	B	48320	2735		
1209	P	48360	4776		
1210	B	48400	2329		
1211	B	48440	2244		
1212	I	48480	5657		
1213	B	48520	2603		
1214	B	48560	2862		
1215	P	48600	4565		
1216	B	48640	2568		
1217	B	48680	2398		
1218	P	48720	4527		
1219	B	48760	2138		
1220	B	48800	2284		
1221	P	48840	4241		
1222	B	48880	2772		
1223	B	48920	2573		
1224	I	48960	5376		
1225	B	49000	2246		
1226	B	49040	2171		
1227	P	49080	4332		
1228	B	49120	2268		
1229	B	49160	2325		
1230	P	49200	4035		
1231	B	49240	2444		
1232	B	49280	2422		
1233	P	49320	4463		
1234	B	49360	2220		
1235	B	49400	2415		
1236	I	49440	5393		
1237	B	49480	2392		
1238	B	49520	2198		
1239	P	49560	4354		
1240	B	49600	2473		
1241	B	49640	2634		
1242	P	49680	4270		
1243	B	49720	2559		
1244	B	49760	2125		
1245	P	49800	4190		
1246	B	49840	2102		
1247	B	49880	2289		
1248	I	49920	4648		
1249	B	49960	1946		
1250	B	50000	2074		
1251	P	50040	3818		
1252	B	50080	1785		
1253	B	50120	1775		
1254	P	50160	3242		
1255	B	50200	2066		
1256	B	50240	2254		
1257	P	50280	3811		
1258	B	50320	2126		
1259	B	50360	1922		
1260	I	50400	4640		
1261	B	50440	1787		
1262	B	50480	1859		
1263	P	50520	3332		
1264	B	50560	1973		
1265	B	50600	1904		
1266	P	50640	3838		
1267	B	50680	1813		
1268	B	50720	2133		
1269	P	50760	3674		
1270	B	50800	2012		
1271	B	50840	2026		
1272	I	50880	4559		
1273	B	50920	1861		
1274	B	50960	1753		
1275	P	51000	3619		
1276	B	51040	2133		
1277	B	51080	2030		
1278	P	51120	3869		
1279	B	51160	1787		
1280	B	51200	1849		
1281	P	51240	3867		
1282	B	51280	1892		
1283	B	51320	1905		
1284	I	51360	5042		
1285	B	51400	2202		
1286	B	51440	2003		
1287	P	51480	4534		
1288	B	51520	2127		
1289	B	51560	2358		
1290	P	51600	4487		
1291	B	51640	2176		
1292	B	51680	1925		
1293	P	51720	4288		
1294	B	51760	2080		
